"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-kiralik/daire/113856-486","33","26.500","05-11-2025","Kiralık Daire","1 +
                          1","60 m²","5
                        Yaşında","1. Kat","İzmir Seferihisar Çolakibrahim Mah. Eşyalı Dogalgazlı 1+1 Geniş Ferah Daire","İzmir / Seferihisar / Çolak İbrahim Bey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-piri-reis-kiralik/daire/9764-8854","35","38.000","11-11-2025","Kiralık Daire","3 +
                          1","150 m²","32
                        Yaşında","4. Kat","İlhan'dan Askeri Hastane Yanında Geniş Ölçekli 3+1 Doğalgazlı Kiralık Daire","İzmir / Konak / Piri Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilhan-emlak-9764","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","İlhan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/2152-8859","25","750.000","31-10-2025","Kiralık Villa","4 +
                          1","150 m²","15
                        Yaşında","","Ege Emlak'tan Alaçatı'da Havuzlu Ve Müstakil 4+1 Dubleks Villa","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-2152","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Ege Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-gulyaka-kiralik/daire/84343-593","21","19.500","20-11-2025","Kiralık Daire","2 +
                          1","95 m²","16
                        Yaşında","4. Kat","Baş-Kaleden Bozyakasskya Yürüme Mesafesinde2+1 D.Gazlı Manzaralı","İzmir / Karabağlar / Gülyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/bas-kale-gayrimenkul-ve-yatirim-84343","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Baş-kale Gayrimenkul Ve Yatırım","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-imbatli-kiralik/daire/119979-1922","34","32.000","28-11-2025","Kiralık Daire","2 +
                          1","90 m²","1
                        Yaşında","6. Kat","Medicalpoint Yakını Grand Corner'da Kiralık Sıfır 2+1 Daire","İzmir / Karşıyaka / İmbatlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-puzzle-119979","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Startkey Puzzle","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-odemis-akincilar-kiralik/daire/0-45462296","10","16.000","21-10-2025","Kiralık Daire","1 +
                          1","60 m²","30
                        Yaşında","2. Kat","Eşyalı Doğalgazlı Kiralık Daire","İzmir / Ödemiş / Akıncılar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-atilla-kiralik/daire/130526-615","","16.000","24-11-2025","Kiralık Daire","1 +
                          1","65 m²","31
                        Yaşında","Yüksek Giriş","Üçyol Metro Yakını 1+1 65 M2 Yüksek Giriş Bakımlı Kiralık","İzmir / Konak / Atilla Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/0-42170138","10","21.000","29-11-2025","Kiralık Daire","2 +
                          1","65 m²","5
                        Yaşında","Yüksek Giriş","Sahibinden Fiyat Düştü İkçü Ye Yürüyüş Mesafesinde 2+1 Eşyalı Sorunsuz","İzmir / Çiğli / Balatçık Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-urla-ataturk-kiralik/villa/125876-2811","30","55.000","28-11-2025","Kiralık Villa","2 +
                          1","100 m²","6
                        Yaşında","Bahçe Katı","Urla Atatürk Mahallesi Kiralık 2+1 Müstakil Villa","İzmir / Urla / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Kw Alesta-viya-orsa 4","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-odemis-zafer-kiralik/daire/136491-2","12","23.000","04-11-2025","Kiralık Daire","3 +
                          1","111 m²","2
                        Yaşında","2. Kat","Zafer Mahallesi Tekstil Mevkii Sıfır Ayarında Kiralık Daire","İzmir / Ödemiş / Zafer Mah.","https://www.hepsiemlak.com/emlak-ofisi/oguz-ozkoc-emlak-136491","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Oğuz Özkoç Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-vatan-kiralik/daire/117663-2147","24","25.000","06-11-2025","Kiralık Daire","2 +
                          1","110 m²","31
                        Yaşında","2. Kat","Yeşilyurt Devlet Hastanesi Ve Flamingo Meydan Yakını Arakat Doğalgazlı 2+1 Kiralık Daire Kod1484","İzmir / Karabağlar / Vatan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/162760-37","3","35.000","01-12-2025","Kiralık Daire","1 +
                          1","60 m²","5
                        Yaşında","11. Kat","Bornova Forum Avm Ve Ege Üniversite İçerisinde Ümsan Eşyalı","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/voga-grup-gayrimenkul-162760/nergis-erisir-4547266","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Voga Grup Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-hurriyet-kiralik/daire/159862-53","10","40.000","21-11-2025","Kiralık Daire","2 +
                          1","220 m²","6
                        Yaşında","4. Kat","Hürriyet Mahallesinde 2+1 Kiralık Teras Kat Daire","İzmir / Buca / Hürriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/dialog-aura-159862","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/8/9/5/1/2e5d7c1a-a758-4e9d-bd45-13223d141da6.jpg","Whatsapp","Dialog Aura",""
"https://www.hepsiemlak.com/izmir-buca-goksu-kiralik/daire/164037-4","10","18.000","15-11-2025","Kiralık Daire","3 +
                          1","140 m²","18
                        Yaşında","2. Kat","Tekdemir Grouptan Göksu 3 Artı1 Doğalgazlı Arakat Geniş Ferah Daire Kiralık","İzmir / Buca / Göksu Mah.","https://www.hepsiemlak.com/emlak-ofisi/tekdemir-group-yapi-insaat-gayrimenkul-164037/tekdemir-group-4579079","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Whatsapp","Tekdemir Group Yapı İnşaat Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/izmir-karabaglar-gunaltay-kiralik/daire/146515-653","22","12.500","25-11-2025","Kiralık Daire","1 +
                          1","70 m²","31
                        Yaşında","1. Kat","Günaltayda Market Ve Durak Yakını Kapalı Mutfaklı 1+1 Kiralık","İzmir / Karabağlar / Günaltay Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-karabaglar-146515","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/5/6/4/1/ef2b8c22-ff8b-450d-9407-7edb7e33d106.jpg","Whatsapp","Turyap Karabağlar",""
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/24511-9759","60","22.000","02-12-2025","Kiralık Daire","2 +
                          1","75 m²","6
                        Yaşında","Ara Kat","Hasanağaya Yürüme 5dk, Doğalgazlı, Ara Kat, 2+1 Kiralık Daire","İzmir / Buca / Kozağaç Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Şirinyer","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-aydogdu-kiralik/daire/139799-1017","25","27.500","02-12-2025","Kiralık Daire","3 +
                          1","130 m²","13
                        Yaşında","3. Kat","Buca Toki Konutları 1. Etap Temiz Kiralık Daire","İzmir / Buca / Aydoğdu Mah.","https://www.hepsiemlak.com/emlak-ofisi/arakat-gayrimenkul-merkez-139799","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Arakat Gayrimenkul Merkez","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-evka-3-kiralik/daire/78224-2106","38","35.000","18-11-2025","Kiralık Daire","3 +
                          1","100 m²","31
                        Yaşında","1. Kat","Bornova Evka3 Mah. Adil Demir Sitesinde Kiralık 3+1daire","İzmir / Bornova / Evka 3 Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-evka3-gayrimenkul-78224","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Startkey Evka3 Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/110710-103","18","40.000","11-11-2025","Kiralık Daire","2 +
                          1","125 m²","31
                        Yaşında","6. Kat","Fora'dan Cadde Üzeri Geniş Ferah Ofis","İzmir / Konak / Alsancak Mah.","https://www.hepsiemlak.com/emlak-ofisi/fora-gayrimenkul-110710","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Fora Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-yildiz-kiralik/daire/145175-154","22","24.000","22-11-2025","Kiralık Daire","2 +
                          1","70 m²","4
                        Yaşında","1. Kat","Kampüse Yürüme Mesafesi Servis Güzergahı Eşyalı Doğalgazlı","İzmir / Buca / Yıldız Mah.","https://www.hepsiemlak.com/emlak-ofisi/nirvana-gayrimenkul-145175","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Nirvana Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-sirintepe-kiralik/daire/161202-130","29","15.000","29-10-2025","Kiralık Daire","2 +
                          1","85 m²","35
                        Yaşında","Giriş Katı","Çiğli - Şirintepe Mahallesi - Maltepe Caddesi Üzeri, Brüt 85 M2 Klasik 2+1 Kiralık Daire","İzmir / Çiğli / Şirintepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-girne-gold-gayrimenkul-161202","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turpa Girne Gold Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-yildiz-kiralik/daire/111716-1553","40","18.500","22-11-2025","Kiralık Daire","1 +
                          1","50 m²","4
                        Yaşında","2. Kat","Buca Ahmet Yesevi Kiz Yurdu Ve Üniversite Yakini 1+1 Full Eşyalı Arakat Kiralik Daire","İzmir / Buca / Yıldız Mah.","https://www.hepsiemlak.com/emlak-ofisi/buca-boranem-gayrimenkul-111716","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Buca Boranem Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-egitim-kiralik/daire/154170-140","60","25.000","20-11-2025","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","Yüksek Giriş","Balçova Eğitim Mah. Ata Cad. 150metre Y.Giriş 2+1 80m2 D.Gazlı","İzmir / Balçova / Eğitim Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-saygin-154170","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Coldwell Banker Saygın","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-cicek-kiralik/daire/135423-145","55","18.000","17-11-2025","Kiralık Daire","2 +
                          1","110 m²","22
                        Yaşında","2. Kat","Bayraklı Merkez Sevgi Yolu Yakını 2+1 Kiralık Daire 110m","İzmir / Bayraklı / Çiçek Mah.","https://www.hepsiemlak.com/emlak-ofisi/2d-emlak-135423","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","2d Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-turabiye-kiralik/daire/124024-584","27","20.000","15-10-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","Giriş Katı","Seferihisar Turabiye'de Eşyalı Kiralık 1+1","İzmir / Seferihisar / Turabiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/arden-gayrimenkul-124024","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Arden Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-narlidere-ilica-kiralik/daire/100015-1552","27","38.000","13-10-2025","Kiralık Daire","3 +
                          1","145 m²","28
                        Yaşında","2. Kat","Dokuz Eylül Ünv Ve Güzel Sanatlar Yakını Cadde Üstü 3+1 Kiralık Daire","İzmir / Narlıdere / Ilıca Mah.","https://www.hepsiemlak.com/emlak-ofisi/aysari-gayrimenkul-danismanligi-100015","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Aysarı Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bergama-ertugrul-kiralik/daire/144707-317","26","20.000","27-11-2025","Kiralık Daire","2 +
                          1","85 m²","6
                        Yaşında","3. Kat","Bergama Merkezde Doğalgazlı, Önü Açık, 2+1 Ferah Daire","İzmir / Bergama / Ertuğrul Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-atakent-kiralik/daire/4762-4665","60","64.000","02-12-2025","Kiralık Daire","3 +
                          1","130 m²","35
                        Yaşında","5. Kat","Atakent Venedik Stesi Deniz Manzaralı Tadilatlı Kiralık 3+1 Daire","İzmir / Karşıyaka / Atakent Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-torbali-cumhuriyet-kiralik/daire/95108-670","56","27.000","23-11-2025","Kiralık Daire","2 +
                          1","105 m²","4
                        Yaşında","2. Kat","Torbalı Da İzban Yakını Havuzlu Sitede Kiralık 2+1 Daire","İzmir / Torbalı / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-torbali-temsilciligi-95108","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Torbalı Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-kiralik/daire/21024-11631","35","38.500","27-10-2025","Kiralık Daire","3 +
                          1","150 m²","23
                        Yaşında","Ara Kat","Karşıyaka Girne Bulvarı Yakını Geniş, Ferah 3+1 Kiralık Daire","İzmir / Karşıyaka / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-atasehir-fil-21024","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Ataşehir Fil","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/21915-11399","44","36.000","29-10-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","3. Kat","Bornova Üniversite Caddesi Üzerinde Lüks Eşyalı  Kiralık 1+1  Daireler","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/fctu-21915","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Fctu","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-goztepe-kiralik/daire/2598-2657","26","30.000","04-11-2025","Kiralık Daire","3 +
                          1","125 m²","31
                        Yaşında","4. Kat","Poligon Metroda Kiralık 3+1 Daire","İzmir / Konak / Göztepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/turkuaz-emlak-2598/turkuaz-emlak-2598","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turkuaz Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-mithatpasa-kiralik/daire/78202-3330","27","26.000","17-10-2025","Kiralık Daire","2 +
                          1","135 m²","47
                        Yaşında","2. Kat","İzmir Konak Mithatpaşa Cadde Üzeri Eşyalı Kiralık 2+1 Daire","İzmir / Konak / Mithatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sembol-78202","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Remax Sembol","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-onur-kiralik/daire/77173-1277","16","28.000","25-11-2025","Kiralık Daire","2 +
                          1","66 m²","30
                        Yaşında","2. Kat","Balçovada Ata Cad. Kiralık Yeni Tadilatlı,Eşyalı 2+1 Daire","İzmir / Balçova / Onur Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/27991-1140","31","40.000","29-09-2025","Kiralık Daire","1 +
                          1","45 m²","1
                        Yaşında","9. Kat","Bornova Park Yaşam Sitesinde Kiralık Eşyalı 1+1 Daire","İzmir / Bornova / Kazımdirik Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-halkapinar-kiralik/daire/112706-8070","28","59.000","28-11-2025","Kiralık Daire","1 +
                          1","71 m²","Sıfır Bina","21 ve üzeri","Mahall Bomonti 35. Kat Deniz & Şehir Manzaralı Full Eşyalı 1+1","İzmir / Konak / Halkapınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Kw Alesta-viya-orsa 2","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-zubeyde-hanim-kiralik/daire/58372-6038","33","25.000","01-11-2025","Kiralık Daire","2 +
                          1","100 m²","16
                        Yaşında","6. Kat","İzmir Karşıyaka Zübeyde Hanım Toki Kiralık 100 M² 2+1 Daire","İzmir / Karşıyaka / Zübeyde Hanım Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","Whatsapp","Coldwell Banker Plus",""
"https://www.hepsiemlak.com/izmir-karabaglar-reis-kiralik/daire/34525-3206","21","25.000","10-11-2025","Kiralık Daire","3 +
                          1","150 m²","11
                        Yaşında","1. Kat","Ordu Caddesi 3+1 Doğalgaz Lı 150 M2 Metro 35 Kiralık","İzmir / Karabağlar / Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/metro-35-emlak-34525/filiz-bozbalak-709175","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/7/1/9/0/7/0ece11b1-0f4f-4a49-8859-b8f88eb8f827.png","Whatsapp","Metro 35 Emlak",""
"https://www.hepsiemlak.com/izmir-gaziemir-sevgi-kiralik/daire/128275-698","14","28.000","04-12-2025","Kiralık Daire","1 +
                          1","85 m²","24
                        Yaşında","2. Kat","Site İçi Full Eşyalı","İzmir / Gaziemir / Sevgi Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/41545-2370","15","18.000","31-10-2025","Kiralık Daire","2 +
                          1","95 m²","26
                        Yaşında","3. Kat","Bornova Merkez'de Öğrenci Çalışana Uygun 2+1 Ongun'dan","İzmir / Bornova / Erzene Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/117461-4518","32","30.000","30-11-2025","Kiralık Daire","3 +
                          1","110 m²","29
                        Yaşında","3. Kat","Bornova Merkez 9 Sokak Kiralık 3+1","İzmir / Bornova / Erzene Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-bornova-temsilciligi-117461","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Bornova Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-onur-kiralik/daire/114107-1654","26","25.000","30-10-2025","Kiralık Daire","1 +
                          1","40 m²","26
                        Yaşında","Giriş Katı","Balçova Onur Mah. 1+1 Eşyalı Kiralık Daire","İzmir / Balçova / Onur Mah.","https://www.hepsiemlak.com/emlak-ofisi/cokyasar-gayrimenkul-114107","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Çokyaşar Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-atakent-kiralik/daire/142932-254","21","51.000","19-11-2025","Kiralık Daire","3 +
                          1","138 m²","31
                        Yaşında","8. Kat","Karşıyaka Atakent Emlak Bankası Blok Kiralık 3+1 Daire","İzmir / Karşıyaka / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/uygar-gayrimenkul-142932","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Uygar Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-ayrancilar-kiralik/daire/161421-28","35","18.000","27-10-2025","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","2. Kat","Ayrancılar Güneş Emlaktan Ana Cadde Yakın Kiralık Daire","İzmir / Torbalı / Ayrancılar Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunes-luxury-real-estate-161421","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Güneş Luxury Real Estate","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/izmir-karabaglar-fahrettin-altay-kiralik/daire/162635-13","30","25.000","30-10-2025","Kiralık Daire","3 +
                          1","110 m²","31
                        Yaşında","Kot 3","Turyap'tan İstinye Park Yakını Tadilatlı Kiralık 3+1 Daire","İzmir / Karabağlar / Fahrettin Altay Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-urla-temsilciligi-162635","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Urla Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-teleferik-kiralik/daire/133337-402","27","42.000","28-11-2025","Kiralık Daire","3 +
                          1","175 m²","30
                        Yaşında","5. Kat","Sakarya Caddesin Kiralık Asansörlü Lüx 3+1 Daire.","İzmir / Balçova / Teleferik Mah.","https://www.hepsiemlak.com/emlak-ofisi/turker-gayrimenkul-danismanlik-133337","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Türker Gayrimenkul Danışmanlık","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-yenigun-kiralik/daire/143822-109","20","25.000","14-11-2025","Kiralık Daire","2 +
                          1","130 m²","11
                        Yaşında","5. Kat","Yenigün'de Eşyalı Lüks 2+1","İzmir / Buca / Yenigün Mah.","https://www.hepsiemlak.com/emlak-ofisi/ers-yapi-emlak-143822","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Ers Yapı Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/135798-254","25","33.000","16-10-2025","Kiralık Daire","3 +
                          1","145 m²","26
                        Yaşında","1. Kat","Karşıyaka Atakent Te 3+1 Kiralık Daire","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-casa-135798","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Startkey Casa","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
